"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
1,-2.93127127382185,0.270874213613991,-4.68251324499178,"HomeImp","Other",-0.946407732815619,0,1,-1.19976643569185,0,-1.81099792263726,-2.7902037664624e-15
1,-2.93127127382185,0.270874213613991,-2.0296848133398,"HomeImp","Other",-1.08224561738623,0,1,-1.84127079920594,1,-1.90956400681093,-2.7902037664624e-15
1,-2.93127127382185,1.04294314272492,1.52049610691671,"HomeImp","Other",-0.131380425391941,0,0,-0.584173213205001,0,0.554588097530928,-2.7902037664624e-15
1,-2.93127127382185,-1.82335112222289,-2.23777895250495,"DebtCon","Other",-0.946407732815619,0,0,0.0875608641903783,0,-0.923903165074188,-2.7902037664624e-15
1,-2.93127127382185,0.270874213613991,-3.6802257167445,"HomeImp","Other",-0.810569848245006,0,0,-2.00616176167489,14,-1.90956400681093,-2.7902037664624e-15
1,-2.93127127382185,0.270874213613991,-3.73637021511187,"HomeImp","Other",-1.08224561738623,0,0,-0.888436594653205,0,-0.233940575858468,-2.7902037664624e-15
1,-2.93127127382185,-0.455441334720577,-0.185705243209021,"HomeImp","ProfExe",0.140295343749285,0,1,0.972083098577402,5,0.456022013357253,-2.7902037664624e-15
1,-2.93127127382185,-0.948504899958566,-1.36741924903883,"HomeImp","Mgr",-0.0634614831066346,0,2,-1.3811464944077,0,-1.12103533342154,-2.7902037664624e-15
0,-2.93127127382185,-0.118755780003538,-0.477789912250396,"HomeImp","Mgr",0.140295343749285,0,2,0.380438621259094,0,0.357455929183579,-2.7902037664624e-15
0,-2.93127127382185,-0.455441334720577,-0.953941164806078,"HomeImp","Office",1.63451207402603,0,0,0.261874167371843,0,-0.135374491684793,-2.7902037664624e-15
1,-2.8740896994837,-0.730168031329657,-1.84947519137208,"HomeImp","Other",-1.01432667510093,0,0,-0.311710823502299,1,-0.72677099672684,-2.7902037664624e-15
0,-2.81872314680273,0.132326838520314,-0.393515416442172,"HomeImp","Mgr",0.140295343749285,0,1,0.315580748461367,0,0.357455929183579,0.805422374457181
1,-2.81872314680273,-0.401747225678795,-0.796571859270231,"HomeImp","ProfExe",2.58537726602032,0,4,-0.678396916309394,1,0.357455929183579,-2.7902037664624e-15
1,-2.81872314680273,-1.33107605196035,-1.60215307520456,"HomeImp","Other",2.4129655530667e-16,0,0,1.39567499434794,0,-1.41673358594256,0.208259325495096
1,-2.81872314680273,-0.233162617137005,-0.67372856886469,"HomeImp","Other",-1.08224561738623,0,0,-0.680359903879315,3,-0.0368084075111188,-2.7902037664624e-15
0,-2.81872314680273,0.289872432455601,-0.0778382559315672,"HomeImp","ProfExe",-0.267218309962554,0,0,0.836220042292231,0,-0.923903165074188,1.17118608342657
1,-2.81872314680273,-1.58856714752521,0.250267345463823,"HomeImp","Mgr",1.49867418945541,0,2,-0.728189104906957,0,-1.21960141759521,-4.37688163951968
1,-2.76505992922001,1.13024039121388,0.790867159448313,"HomeImp","Sales",0.00445745917867192,1,0,-0.478564773658952,0,1.441682855094,-2.7902037664624e-15
1,-2.76505992922001,1.17978393559885,1.19236488274096,"DebtCon","Other",0.00445745917867192,0,6,0.149070873684955,0,1.14598460257297,0.231430485828026
1,-2.71299836208503,-0.838449173374644,-1.11697185088426,"HomeImp","Office",-0.946407732815619,0,1,0.0431963493572108,0,-1.51529967011623,-2.7902037664624e-15
1,-2.66244560291864,-1.5857353369699,-1.7116505774218,"HomeImp","Other",0.276133228319898,0,0,-0.203353905308416,0,-0.72677099672684,-2.7902037664624e-15
1,-2.66244560291864,-1.87211515075429,-2.98581664069225,"HomeImp","Other",-0.53889407910378,0,0,-0.985800782019751,0,-1.21960141759521,-2.7902037664624e-15
1,-2.61331665504325,-0.639335841497668,-1.0981470009468,"HomeImp","Mgr",-0.810569848245006,0,0,-1.26729321080603,2,-1.71243183846358,-2.7902037664624e-15
0,-2.61331665504325,0.468491899532531,0.419435654384231,"HomeImp","ProfExe",-0.403056194533167,0,0,0.154302444158816,1,0.653154181704602,-2.7902037664624e-15
0,-2.61331665504325,-0.0294555883165499,-0.342540001914608,"HomeImp","Mgr",0.00445745917867192,0,2,0.269460429314815,0,0.357455929183579,0.988769219814954
0,-2.61331665504325,0.764421167145522,0.471588200319614,"HomeImp","Office",-0.403056194533167,0,0,-1.07369804370044,0,-0.72677099672684,-0.598055881223426
1,-2.61331665504325,-0.404912646811506,-0.796571859270231,"DebtCon","Office",0.547808997461124,1,4,-0.968526490709553,0,-0.431072744205816,-2.7902037664624e-15
0,-2.61331665504325,-0.283243053829572,-0.70055548988858,"HomeImp","Office",1.49867418945541,0,0,0.290209880375419,0,-0.135374491684793,-1.76598703430858
1,-2.56553350771962,-2.00479843480224,-2.92314757560363,"HomeImp","Other",-0.53889407910378,0,0,-0.587895453900565,1,-1.21960141759521,-0.959221991985439
1,-2.51902439094535,-1.89413467025719,0.148686579619061,"HomeImp","Mgr",-1.00074288664386,1,6,0.85980020500812,1,0.357455929183579,-2.7902037664624e-15
0,-2.51902439094535,-0.319033276224083,-0.717249237162711,"HomeImp","Office",1.49867418945541,0,0,0.284073990151541,0,-0.135374491684793,-1.81885222144801
0,-2.51902439094535,-2.70331075335927,-1.36108863116515,"HomeImp","Self",2.4129655530667e-16,0,0,0.294632407099626,0,-1.02246924924786,1.07473821634402
1,-2.47372312704257,-1.17977042784491,-1.36479726093579,"HomeImp","Other",0.276133228319898,0,0,-0.394667755044055,0,-0.72677099672684,-1.24136266940459
1,-2.47372312704257,-2.33819000475853,-2.8351181949868,"HomeImp","Other",-0.7426509059597,0,1,-0.345474211094726,5,-1.31816750176889,-2.7902037664624e-15
0,-2.47372312704257,-0.268384078415991,-0.731819697806143,"DebtCon","ProfExe",-0.131380425391941,0,4,-0.0938191945254692,1,0.948852434225625,-2.7902037664624e-15
0,-2.47372312704257,0.787311868628426,0.540349879154352,"HomeImp","Office",-0.946407732815619,0,0,-1.11130598051941,0,-0.825337080900514,-0.604551212273945
1,-2.47372312704257,-1.73006461944255,-1.69438733682781,"DebtCon","Mgr",-0.674731963674393,0,1,-1.09612068785422,2,-0.72677099672684,-2.7902037664624e-15
0,-2.4295685643305,0.833977412788107,0.436846250416281,"HomeImp","Office",-1.08224561738623,0,0,-1.00003392451876,0,-0.825337080900514,-0.598398215558326
0,-2.4295685643305,-0.217143939900864,-0.771166927903367,"HomeImp","Office",1.63451207402603,0,0,0.305688209038111,0,-0.233940575858468,-1.59115682964292
1,-2.4295685643305,0.270874213613991,-0.237106960646117,"HomeImp","Other",-1.01432667510093,0,2,-0.625396249801517,3,-0.923903165074188,-2.7902037664624e-15
1,-2.4295685643305,-1.36847333639621,-2.09395748614988,"HomeImp","Office",0.276133228319898,0,0,-0.728314468796799,0,-1.31816750176889,0.958676656367416
1,-2.4295685643305,-2.0835368082767,-1.11650871892522,"HomeImp","ProfExe",1.77034995859664,3,1,-1.11064679646053,1,-1.21960141759521,-2.7902037664624e-15
1,-2.4295685643305,-1.19775744509389,-1.78922967026953,"DebtCon","Other",-0.403056194533167,0,0,-1.03055690040418,1,0.456022013357253,-2.7902037664624e-15
1,-2.4295685643305,-0.646996166194088,-0.336225446849855,"HomeImp","Other",-1.15016455967154,0,3,-0.512328161251378,0,-0.628204912553165,-2.7902037664624e-15
1,-2.4295685643305,-0.118755780003538,-0.536467603819553,"HomeImp","Other",-0.7426509059597,0,1,-0.129152972197388,0,-0.332506660032142,-2.7902037664624e-15
1,-2.4295685643305,-3.83288544942229,-3.24625494703601,"DebtCon","Other",2.4129655530667e-16,0,0,-1.97200577659204,0,-0.431072744205816,-2.7902037664624e-15
1,-2.4295685643305,-0.525061359575059,-0.885718063521533,"HomeImp","Mgr",-0.7426509059597,0,0,-0.207672478174244,3,-0.529638828379491,-2.7902037664624e-15
1,-2.4295685643305,-3.50401294625457,-3.48014496419471,"HomeImp","Other",1.22699842031419,0,1,-1.10515043104097,2,0.16032376083623,-2.7902037664624e-15
0,-2.4295685643305,0.0881144263614962,-0.276306085788403,"HomeImp","Other",-0.973575309729742,2,0,1.17034485103057,1,-1.51529967011623,-2.7902037664624e-15
0,-2.4295685643305,0.270874213613991,-1.37355057415773,"HomeImp","missing_value",-1.21808350195685,0,0,-3.01273908620929e-15,0,-2.10669617515828,-2.7902037664624e-15
0,-2.4295685643305,-0.01198179532609,-0.303145164240936,"HomeImp","Other",-0.674731963674393,0,0,-0.82522839233418,0,-0.628204912553165,-2.7902037664624e-15
0,-2.4295685643305,0.0448410212912502,-0.700524123118399,"HomeImp","Sales",-0.53889407910378,2,0,-0.227694952188331,1,0.16032376083623,-2.7902037664624e-15
1,-2.4295685643305,0.271287708226345,0.0498940878227456,"HomeImp","ProfExe",-0.864905002073251,1,3,0.0824570962259152,1,-1.21960141759521,-2.7902037664624e-15
1,-2.4295685643305,-0.203785394180133,-0.863482783474763,"DebtCon","Other",0.411971112890511,2,0,-0.394941499835412,0,0.0617576766625556,-2.7902037664624e-15
0,-2.4295685643305,0.127056007212042,-0.234892098233338,"HomeImp","Mgr",0.276133228319898,0,1,0.385337891569682,0,0.357455929183579,0.676233873227412
0,-2.4295685643305,0.124876427620951,-0.467569700206925,"HomeImp","Mgr",0.140295343749285,0,2,0.567232463442437,0,0.357455929183579,0.681156990812706
1,-2.3865040807205,0.270874213613991,-3.12384278256803,"HomeImp","Other",-1.21808350195685,0,0,-0.928780087073491,0,-0.233940575858468,-0.0159146485178715
1,-2.3865040807205,-0.105013072247194,-0.669091344486077,"HomeImp","Other",-0.131380425391941,1,2,-1.36269441052021,2,-0.628204912553165,-2.7902037664624e-15
0,-2.3865040807205,-0.118976624959163,-0.706587010046732,"DebtCon","ProfExe",-0.267218309962554,0,4,-0.166390412733191,1,0.948852434225625,-1.52942512043905
0,-2.34447714712294,-0.159459852177608,-0.856080233771719,"HomeImp","Office",1.3628363048848,0,0,0.369476502709831,1,-0.135374491684793,-1.95489676002124
1,-2.34447714712294,-0.936591222405797,-1.18668130674485,"HomeImp","Other",-0.946407732815619,1,0,-1.01446040168305,1,-1.61386575428991,-2.7902037664624e-15
0,-2.34447714712294,0.128830645613256,-0.329044225616289,"DebtCon","Sales",-0.674731963674393,0,0,-0.598307020253046,0,0.948852434225625,-2.7902037664624e-15
0,-2.34447714712294,-0.561040561984557,-1.00129301645645,"DebtCon","missing_value",-0.403056194533167,0,1,-1.22724826277786,1,-0.529638828379491,-2.7902037664624e-15
0,-2.34447714712294,0.0946990059377799,-0.179574239042888,"HomeImp","Other",-0.810569848245006,0,0,-0.816842557153983,0,-0.628204912553165,1.24194691364426
0,-2.34447714712294,-0.349476718098903,-0.879158717369623,"HomeImp","Office",1.3628363048848,0,0,0.356152171896879,0,-0.233940575858468,-1.80039719468367
0,-2.30343894222116,0.209667596100713,-0.285263637367031,"DebtCon","Sales",-0.810569848245006,0,0,-0.585356770382113,0,0.948852434225625,0.0286495638468838
0,-2.30343894222116,0.154984205429728,-0.256045195376379,"HomeImp","Other",-0.403056194533167,0,0,-0.877592554522166,0,-0.72677099672684,1.02672711935016
0,-2.30343894222116,0.227888266732157,-0.251651229626287,"HomeImp","Other",-0.946407732815619,2,0,0.993326161687628,0,-1.61386575428991,0.323258173541029
0,-2.26334401152637,-0.234081981368869,-0.704323065480465,"DebtCon","ProfExe",-0.267218309962554,0,3,-0.203078961406425,0,0.850286350051951,-1.3588808360085
1,-2.26334401152637,-0.260342416709658,-0.697891062821555,"DebtCon","Office",0.683646882031737,1,3,-1.0573195879349,0,-0.431072744205816,0.680077906089795
0,-2.22414996474276,0.0911922145449596,-0.275366842619758,"HomeImp","Other",-0.674731963674393,1,0,-1.15757321246079,0,-0.628204912553165,0.882602436922215
1,-2.22414996474276,-0.754166505641246,-0.638447319286943,"HomeImp","Other",-1.08224561738623,0,0,-0.109130498183301,1,-0.233940575858468,-2.7902037664624e-15
0,-2.22414996474276,0.206877106315636,-0.271310302622904,"HomeImp","Other",-0.674731963674393,0,0,-0.716945163911424,0,-0.72677099672684,0.976297611472886
0,-2.22414996474276,0.270874213613991,-1.23444119392427,"HomeImp","missing_value",-1.21808350195685,0,0,-3.01273908620929e-15,0,-2.10669617515828,-2.9202460083229
1,-2.22414996474276,-0.146600225548277,0.250267345463823,"HomeImp","Other",-0.53889407910378,0,0,0.506069830798508,1,-0.825337080900514,-2.7902037664624e-15
1,-2.22414996474276,-0.965184524479794,-1.36305116978177,"HomeImp","Mgr",-0.7426509059597,0,1,-0.671722758265439,2,0.0617576766625556,-2.7902037664624e-15
1,-2.22414996474276,0.100606876301934,-0.0839657038436474,"DebtCon","ProfExe",0.140295343749285,0,4,-0.634033395415393,0,1.24455068674665,-2.7902037664624e-15
0,-2.22414996474276,-0.507370486460672,-1.19569315390748,"HomeImp","Other",-0.403056194533167,0,0,-1.10083185821048,0,-0.332506660032142,-2.7902037664624e-15
1,-2.22414996474276,1.01835762575771,0.967061613724716,"HomeImp","ProfExe",-0.606813021389086,2,0,0.285430019153121,1,-0.135374491684793,-2.7902037664624e-15
1,-2.22414996474276,0.584679368233675,0.308718792505534,"HomeImp","Other",-0.403056194533167,2,3,-1.17228460861762,3,-1.12103533342154,-2.7902037664624e-15
0,-2.14830869539403,0.133859919109712,0.138655779984216,"missing_value","Mgr",-0.946407732815619,0,0,-0.433521373877381,0,0.258889845009904,0.165516524909879
0,-2.14830869539403,0.224193841260529,-0.0481582686233027,"HomeImp","Other",-0.946407732815619,2,0,1.2287579231064,0,-1.61386575428991,0.328936331400946
0,-2.14830869539403,-0.235595633448974,-0.846173746690038,"DebtCon","missing_value",-0.403056194533167,0,0,-1.47808105330702,1,-0.628204912553165,0.059427174251995
1,-2.14830869539403,-0.385458902905617,-0.889574375444724,"HomeImp","ProfExe",-1.20449971349978,0,0,-1.38782065241632,2,-0.431072744205816,-2.7902037664624e-15
0,-2.14830869539403,0.549172721757748,0.484890903588905,"HomeImp","ProfExe",-0.403056194533167,0,0,0.0308108703485322,0,0.554588097530928,-0.62220880972065
1,-2.14830869539403,-1.34883206303695,-1.40716571899942,"HomeImp","ProfExe",0.00445745917867192,1,2,-1.05018677688073,1,-0.529638828379491,-2.7902037664624e-15
0,-2.11158972997942,0.119747462425439,0.138366677685326,"missing_value","Mgr",-0.810569848245006,0,0,-0.498354930322652,0,0.16032376083623,0.0409429034866505
0,-2.11158972997942,-0.173023155353824,-0.728572664785971,"DebtCon","ProfExe",0.00445745917867192,0,3,-0.229505086542718,1,0.850286350051951,-1.62032076755179
0,-2.11158972997942,0.405723095937443,-0.0532411639836108,"HomeImp","ProfExe",-0.267218309962554,0,0,1.123614691375,0,-1.02246924924786,1.27690217007728
0,-2.07562775474514,-0.0998761772445151,-0.72076312838506,"DebtCon","ProfExe",0.00445745917867192,0,3,-0.00553294514730079,2,0.948852434225625,-1.49457834149382
0,-2.07562775474514,0.0850307101501172,-0.00684158410509188,"missing_value","Mgr",-0.946407732815619,0,0,-0.444891695904436,0,0.16032376083623,0.498334031872935
1,-2.07562775474514,-1.42832263212459,-2.75157205780274,"HomeImp","Other",-0.53889407910378,0,0,-0.917330597715315,0,-1.31816750176889,-0.0941590797878443
0,-2.07562775474514,0.131052085011905,-0.139401844709886,"HomeImp","Other",-0.674731963674393,0,0,-0.789815087633284,0,-0.628204912553165,1.0093992106933
1,-2.07562775474514,-0.561040561984557,-0.838297048696667,"HomeImp","Other",0.140295343749285,0,0,-1.15579551237072,3,-0.825337080900514,-2.7902037664624e-15
0,-2.07562775474514,1.61217559897897,1.99660480877893,"DebtCon","Sales",2.4129655530667e-16,0,0,-0.561795449992064,0,0.0617576766625556,-2.7902037664624e-15
1,-2.07562775474514,0.0777959137243565,-0.64533206406884,"HomeImp","Other",-0.403056194533167,1,2,-1.3896756041343,1,-0.72677099672684,0.867628165155835
0,-2.07562775474514,-0.133703746092317,-0.563999468042501,"DebtCon","ProfExe",-0.131380425391941,0,4,0.0471501710472347,0,0.850286350051951,-1.46171956977657
0,-2.04039218722269,-0.439207251258877,-0.773995561497731,"DebtCon","missing_value",-0.53889407910378,0,0,-1.34974298304514,1,-0.529638828379491,0.358249267046641
0,-2.04039218722269,0.10833849919572,-0.0800935610383756,"HomeImp","Other",-0.674731963674393,0,0,-0.671755470512366,0,-0.628204912553165,0.871014341796533
0,-2.04039218722269,-2.58131580684229,-1.06184482310818,"HomeImp","Self",2.4129655530667e-16,0,0,0.324024099375962,0,-0.923903165074188,1.32799282393141
0,-2.04039218722269,0.585728585407909,0.453507079785748,"HomeImp","ProfExe",-0.267218309962554,0,0,0.16493924838599,0,0.653154181704602,-1.05569598147494
1,-2.04039218722269,-1.64764357822568,-1.91732792062051,"HomeImp","Other",0.140295343749285,0,0,-1.34188674144282,1,-1.61386575428991,-2.7902037664624e-15
1,-2.04039218722269,-0.713632629919567,-0.506060056165834,"HomeImp","Mgr",-1.1637483481286,0,0,-1.38821324994208,2,-1.31816750176889,-2.7902037664624e-15
1,-2.04039218722269,0.767423466378584,0.249029177997867,"HomeImp","Mgr",-0.53889407910378,0,1,-1.42236923502494,0,-0.529638828379491,-2.7902037664624e-15
1,-2.04039218722269,0.0168085062533848,0.667381434093486,"HomeImp","Office",-0.810569848245006,0,0,-0.934370505626699,0,-0.72677099672684,-2.7902037664624e-15
1,-2.04039218722269,0.270874213613991,0.752805380121086,"HomeImp","Other",1.15907947802888,0,2,-0.679967306388886,0,-0.72677099672684,-2.7902037664624e-15
1,-2.04039218722269,0.270874213613991,-4.61523484384704,"HomeImp","Other",-1.08224561738623,0,0,-1.4710513287141,2,-1.31816750176889,-2.7902037664624e-15
1,-2.04039218722269,-0.964435345109467,-1.16264822504131,"HomeImp","Other",-0.403056194533167,0,0,-1.44435469669139,1,-1.21960141759521,-2.7902037664624e-15
1,-2.04039218722269,0.270874213613991,-0.484059748255323,"HomeImp","Other",0.140295343749285,0,0,-1.26258204044978,1,-0.923903165074188,-2.7902037664624e-15
1,-2.04039218722269,-2.12165641404736,-2.56694965321623,"HomeImp","Other",-0.403056194533167,0,0,-1.07099444595812,1,-1.81099792263726,-2.7902037664624e-15
1,-2.04039218722269,0.270874213613991,-1.11697185088426,"HomeImp","Other",2.4129655530667e-16,0,1,1.24493838163203,0,-1.51529967011623,-2.7902037664624e-15
1,-2.04039218722269,-1.62061631026017,-1.95652783947837,"HomeImp","Other",-0.674731963674393,0,0,-1.23667060349037,3,-1.21960141759521,-2.7902037664624e-15
1,-2.04039218722269,-3.75077671574688,-1.71637988719647,"HomeImp","Self",-0.267218309962554,0,1,1.83030129839681,3,2.03307936013604,-2.7902037664624e-15
0,-2.04039218722269,0.252265793467111,-0.0724633669065603,"DebtCon","Other",-1.08224561738623,0,0,-0.632070407727693,2,-1.12103533342154,-2.7902037664624e-15
0,-2.04039218722269,0.238876512188499,-0.101343752975325,"DebtCon","Mgr",1.3628363048848,0,1,1.42199986759983,1,0.258889845009904,-2.7902037664624e-15
0,-2.04039218722269,-1.40103639697644,-1.91158509015355,"HomeImp","ProfExe",0.411971112890511,0,0,0.0353453926633573,0,-0.825337080900514,-2.7902037664624e-15
0,-2.04039218722269,-0.754166505641246,-1.18209082953175,"HomeImp","Office",0.140295343749285,0,0,0.00236720016956666,1,-0.233940575858468,-2.7902037664624e-15
0,-2.04039218722269,0.270874213613991,-2.46618613520349,"DebtCon","Other",-0.987159098186803,0,0,1.14639640175887,1,-0.72677099672684,-2.7902037664624e-15
0,-2.04039218722269,0.270874213613991,-1.83424343899842,"HomeImp","Other",-0.810569848245006,0,0,1.02665415516477,1,0.456022013357253,-2.7902037664624e-15
0,-2.04039218722269,0.270874213613991,-0.656777535786388,"HomeImp","Office",-1.01432667510093,0,0,-1.50599250884848,0,-1.71243183846358,-2.7902037664624e-15
1,-2.04039218722269,0.270874213613991,-1.77310812521425,"HomeImp","Other",2.4129655530667e-16,0,3,-0.853888012079922,10,-1.61386575428991,-2.7902037664624e-15
0,-2.04039218722269,0.367126835970249,0.165219264792408,"DebtCon","ProfExe",2.04202572773787,0,0,-1.50599250884848,3,-0.72677099672684,-2.7902037664624e-15
0,-2.04039218722269,-0.0671494412161004,-0.232356718560751,"DebtCon","ProfExe",0.81948476660235,0,0,0.465239687671698,1,-0.332506660032142,-2.7902037664624e-15
1,-2.04039218722269,-2.90588589302895,-2.44670139964629,"HomeImp","Office",0.547808997461124,3,6,0.573204008375153,0,0.258889845009904,-2.7902037664624e-15
1,-2.04039218722269,0.373797011243691,-0.188133738390085,"HomeImp","Mgr",0.955322651172963,0,0,-0.538632195701213,1,1.24455068674665,-2.7902037664624e-15
1,-2.04039218722269,0.496272188180611,0.348912097429316,"HomeImp","Mgr",-0.403056194533167,5,3,-0.669759770577739,5,0.653154181704602,-2.7902037664624e-15
1,-2.04039218722269,0.135909593825488,-0.365448932497432,"DebtCon","ProfExe",-1.20449971349978,0,0,-0.56258064497292,0,0.850286350051951,-2.7902037664624e-15
1,-2.04039218722269,0.217853421856019,-0.128285793457313,"DebtCon","ProfExe",-1.02791046355799,0,1,-1.14833615931058,0,-0.825337080900514,-2.7902037664624e-15
1,-2.04039218722269,-1.28466743751284,-1.81038314849471,"DebtCon","Other",-0.946407732815619,1,0,0.501358660442252,1,-1.51529967011623,-2.7902037664624e-15
1,-2.04039218722269,-0.713632629919567,-2.06156389767673,"HomeImp","Other",-0.131380425391941,3,2,-0.191575979417777,1,-0.529638828379491,-2.7902037664624e-15
