"LOAN","MORTDUE","JOB","DEROG","DELINQ","CLAGE","NINQ","DEBTINC","BAD"
-2.66244560291864,-1.87211515075429,"Other",0,0,-0.985800782019751,0,-2.7902037664624e-15,1
-2.61331665504325,-0.639335841497668,"Mgr",0,0,-1.26729321080603,2,-2.7902037664624e-15,1
-2.61331665504325,0.468491899532531,"ProfExe",0,0,0.154302444158816,1,-2.7902037664624e-15,0
-2.61331665504325,-0.0294555883165499,"Mgr",0,2,0.269460429314815,0,0.988769219814954,0
-2.61331665504325,0.764421167145522,"Office",0,0,-1.07369804370044,0,-0.598055881223426,0
-2.61331665504325,-0.404912646811506,"Office",1,4,-0.968526490709553,0,-2.7902037664624e-15,1
-2.61331665504325,-0.283243053829572,"Office",0,0,0.290209880375419,0,-1.76598703430858,0
-2.56553350771962,-2.00479843480224,"Other",0,0,-0.587895453900565,1,-0.959221991985439,1
-2.51902439094535,-1.89413467025719,"Mgr",1,6,0.85980020500812,1,-2.7902037664624e-15,1
-2.51902439094535,-0.319033276224083,"Office",0,0,0.284073990151541,0,-1.81885222144801,0
-2.51902439094535,-2.70331075335927,"Self",0,0,0.294632407099626,0,1.07473821634402,0
-2.47372312704257,-1.17977042784491,"Other",0,0,-0.394667755044055,0,-1.24136266940459,1
-2.47372312704257,-2.33819000475853,"Other",0,1,-0.345474211094726,5,-2.7902037664624e-15,1
-2.47372312704257,-0.268384078415991,"ProfExe",0,4,-0.0938191945254692,1,-2.7902037664624e-15,0
-2.47372312704257,0.787311868628426,"Office",0,0,-1.11130598051941,0,-0.604551212273945,0
-2.47372312704257,-1.73006461944255,"Mgr",0,1,-1.09612068785422,2,-2.7902037664624e-15,1
-2.4295685643305,0.833977412788107,"Office",0,0,-1.00003392451876,0,-0.598398215558326,0
-2.4295685643305,-0.217143939900864,"Office",0,0,0.305688209038111,0,-1.59115682964292,0
-2.4295685643305,0.270874213613991,"Other",0,2,-0.625396249801517,3,-2.7902037664624e-15,1
-2.4295685643305,-1.36847333639621,"Office",0,0,-0.728314468796799,0,0.958676656367416,1
-2.4295685643305,-2.0835368082767,"ProfExe",3,1,-1.11064679646053,1,-2.7902037664624e-15,1
-2.4295685643305,-1.19775744509389,"Other",0,0,-1.03055690040418,1,-2.7902037664624e-15,1
-2.4295685643305,-0.646996166194088,"Other",0,3,-0.512328161251378,0,-2.7902037664624e-15,1
-2.4295685643305,-0.118755780003538,"Other",0,1,-0.129152972197388,0,-2.7902037664624e-15,1
-2.4295685643305,-3.83288544942229,"Other",0,0,-1.97200577659204,0,-2.7902037664624e-15,1
-2.4295685643305,-0.525061359575059,"Mgr",0,0,-0.207672478174244,3,-2.7902037664624e-15,1
-2.4295685643305,-3.50401294625457,"Other",0,1,-1.10515043104097,2,-2.7902037664624e-15,1
-2.4295685643305,0.0881144263614962,"Other",2,0,1.17034485103057,1,-2.7902037664624e-15,0
-2.4295685643305,0.270874213613991,"missing_value",0,0,-3.01273908620929e-15,0,-2.7902037664624e-15,0
-2.4295685643305,-0.01198179532609,"Other",0,0,-0.82522839233418,0,-2.7902037664624e-15,0
-2.4295685643305,0.0448410212912502,"Sales",2,0,-0.227694952188331,1,-2.7902037664624e-15,0
-2.4295685643305,0.271287708226345,"ProfExe",1,3,0.0824570962259152,1,-2.7902037664624e-15,1
-2.4295685643305,-0.203785394180133,"Other",2,0,-0.394941499835412,0,-2.7902037664624e-15,1
-2.4295685643305,0.127056007212042,"Mgr",0,1,0.385337891569682,0,0.676233873227412,0
-2.4295685643305,0.124876427620951,"Mgr",0,2,0.567232463442437,0,0.681156990812706,0
-2.3865040807205,0.270874213613991,"Other",0,0,-0.928780087073491,0,-0.0159146485178715,1
-2.3865040807205,-0.105013072247194,"Other",1,2,-1.36269441052021,2,-2.7902037664624e-15,1
-2.3865040807205,-0.118976624959163,"ProfExe",0,4,-0.166390412733191,1,-1.52942512043905,0
-2.34447714712294,-0.159459852177608,"Office",0,0,0.369476502709831,1,-1.95489676002124,0
-2.34447714712294,-0.936591222405797,"Other",1,0,-1.01446040168305,1,-2.7902037664624e-15,1
-2.34447714712294,0.128830645613256,"Sales",0,0,-0.598307020253046,0,-2.7902037664624e-15,0
-2.34447714712294,-0.561040561984557,"missing_value",0,1,-1.22724826277786,1,-2.7902037664624e-15,0
-2.34447714712294,0.0946990059377799,"Other",0,0,-0.816842557153983,0,1.24194691364426,0
-2.34447714712294,-0.349476718098903,"Office",0,0,0.356152171896879,0,-1.80039719468367,0
-2.30343894222116,0.209667596100713,"Sales",0,0,-0.585356770382113,0,0.0286495638468838,0
-2.30343894222116,0.154984205429728,"Other",0,0,-0.877592554522166,0,1.02672711935016,0
-2.30343894222116,0.227888266732157,"Other",2,0,0.993326161687628,0,0.323258173541029,0
-2.26334401152637,-0.234081981368869,"ProfExe",0,3,-0.203078961406425,0,-1.3588808360085,0
-2.26334401152637,-0.260342416709658,"Office",1,3,-1.0573195879349,0,0.680077906089795,1
-2.22414996474276,0.0911922145449596,"Other",1,0,-1.15757321246079,0,0.882602436922215,0
-2.22414996474276,-0.754166505641246,"Other",0,0,-0.109130498183301,1,-2.7902037664624e-15,1
-2.22414996474276,0.206877106315636,"Other",0,0,-0.716945163911424,0,0.976297611472886,0
-2.22414996474276,0.270874213613991,"missing_value",0,0,-3.01273908620929e-15,0,-2.9202460083229,0
-2.22414996474276,-0.146600225548277,"Other",0,0,0.506069830798508,1,-2.7902037664624e-15,1
-2.22414996474276,-0.965184524479794,"Mgr",0,1,-0.671722758265439,2,-2.7902037664624e-15,1
-2.22414996474276,0.100606876301934,"ProfExe",0,4,-0.634033395415393,0,-2.7902037664624e-15,1
-2.22414996474276,-0.507370486460672,"Other",0,0,-1.10083185821048,0,-2.7902037664624e-15,0
-2.22414996474276,1.01835762575771,"ProfExe",2,0,0.285430019153121,1,-2.7902037664624e-15,1
-2.22414996474276,0.584679368233675,"Other",2,3,-1.17228460861762,3,-2.7902037664624e-15,1
-2.14830869539403,0.133859919109712,"Mgr",0,0,-0.433521373877381,0,0.165516524909879,0
-2.14830869539403,0.224193841260529,"Other",2,0,1.2287579231064,0,0.328936331400946,0
-2.14830869539403,-0.235595633448974,"missing_value",0,0,-1.47808105330702,1,0.059427174251995,0
-2.14830869539403,-0.385458902905617,"ProfExe",0,0,-1.38782065241632,2,-2.7902037664624e-15,1
-2.14830869539403,0.549172721757748,"ProfExe",0,0,0.0308108703485322,0,-0.62220880972065,0
-2.14830869539403,-1.34883206303695,"ProfExe",1,2,-1.05018677688073,1,-2.7902037664624e-15,1
-2.11158972997942,0.119747462425439,"Mgr",0,0,-0.498354930322652,0,0.0409429034866505,0
-2.11158972997942,-0.173023155353824,"ProfExe",0,3,-0.229505086542718,1,-1.62032076755179,0
-2.11158972997942,0.405723095937443,"ProfExe",0,0,1.123614691375,0,1.27690217007728,0
-2.07562775474514,-0.0998761772445151,"ProfExe",0,3,-0.00553294514730079,2,-1.49457834149382,0
-2.07562775474514,0.0850307101501172,"Mgr",0,0,-0.444891695904436,0,0.498334031872935,0
-2.07562775474514,-1.42832263212459,"Other",0,0,-0.917330597715315,0,-0.0941590797878443,1
-2.07562775474514,0.131052085011905,"Other",0,0,-0.789815087633284,0,1.0093992106933,0
-2.07562775474514,-0.561040561984557,"Other",0,0,-1.15579551237072,3,-2.7902037664624e-15,1
-2.07562775474514,1.61217559897897,"Sales",0,0,-0.561795449992064,0,-2.7902037664624e-15,0
-2.07562775474514,0.0777959137243565,"Other",1,2,-1.3896756041343,1,0.867628165155835,1
-2.07562775474514,-0.133703746092317,"ProfExe",0,4,0.0471501710472347,0,-1.46171956977657,0
-2.04039218722269,-0.439207251258877,"missing_value",0,0,-1.34974298304514,1,0.358249267046641,0
-2.04039218722269,0.10833849919572,"Other",0,0,-0.671755470512366,0,0.871014341796533,0
-2.04039218722269,-2.58131580684229,"Self",0,0,0.324024099375962,0,1.32799282393141,0
-2.04039218722269,0.585728585407909,"ProfExe",0,0,0.16493924838599,0,-1.05569598147494,0
-2.04039218722269,-1.64764357822568,"Other",0,0,-1.34188674144282,1,-2.7902037664624e-15,1
-2.04039218722269,-0.713632629919567,"Mgr",0,0,-1.38821324994208,2,-2.7902037664624e-15,1
-2.04039218722269,0.767423466378584,"Mgr",0,1,-1.42236923502494,0,-2.7902037664624e-15,1
-2.04039218722269,0.0168085062533848,"Office",0,0,-0.934370505626699,0,-2.7902037664624e-15,1
-2.04039218722269,0.270874213613991,"Other",0,2,-0.679967306388886,0,-2.7902037664624e-15,1
-2.04039218722269,0.270874213613991,"Other",0,0,-1.4710513287141,2,-2.7902037664624e-15,1
-2.04039218722269,-0.964435345109467,"Other",0,0,-1.44435469669139,1,-2.7902037664624e-15,1
-2.04039218722269,0.270874213613991,"Other",0,0,-1.26258204044978,1,-2.7902037664624e-15,1
-2.04039218722269,-2.12165641404736,"Other",0,0,-1.07099444595812,1,-2.7902037664624e-15,1
-2.04039218722269,0.270874213613991,"Other",0,1,1.24493838163203,0,-2.7902037664624e-15,1
-2.04039218722269,-1.62061631026017,"Other",0,0,-1.23667060349037,3,-2.7902037664624e-15,1
-2.04039218722269,-3.75077671574688,"Self",0,1,1.83030129839681,3,-2.7902037664624e-15,1
-2.04039218722269,0.252265793467111,"Other",0,0,-0.632070407727693,2,-2.7902037664624e-15,0
-2.04039218722269,0.238876512188499,"Mgr",0,1,1.42199986759983,1,-2.7902037664624e-15,0
-2.04039218722269,-1.40103639697644,"ProfExe",0,0,0.0353453926633573,0,-2.7902037664624e-15,0
-2.04039218722269,-0.754166505641246,"Office",0,0,0.00236720016956666,1,-2.7902037664624e-15,0
-2.04039218722269,0.270874213613991,"Other",0,0,1.14639640175887,1,-2.7902037664624e-15,0
-2.04039218722269,0.270874213613991,"Other",0,0,1.02665415516477,1,-2.7902037664624e-15,0
-2.04039218722269,0.270874213613991,"Office",0,0,-1.50599250884848,0,-2.7902037664624e-15,0
-2.04039218722269,0.270874213613991,"Other",0,3,-0.853888012079922,10,-2.7902037664624e-15,1
-2.04039218722269,0.367126835970249,"ProfExe",0,0,-1.50599250884848,3,-2.7902037664624e-15,0
-2.04039218722269,-0.0671494412161004,"ProfExe",0,0,0.465239687671698,1,-2.7902037664624e-15,0
-2.04039218722269,-2.90588589302895,"Office",3,6,0.573204008375153,0,-2.7902037664624e-15,1
-2.04039218722269,0.373797011243691,"Mgr",0,0,-0.538632195701213,1,-2.7902037664624e-15,1
-2.04039218722269,0.496272188180611,"Mgr",5,3,-0.669759770577739,5,-2.7902037664624e-15,1
-2.04039218722269,0.135909593825488,"ProfExe",0,0,-0.56258064497292,0,-2.7902037664624e-15,1
-2.04039218722269,0.217853421856019,"ProfExe",0,1,-1.14833615931058,0,-2.7902037664624e-15,1
-2.04039218722269,-1.28466743751284,"Other",1,0,0.501358660442252,1,-2.7902037664624e-15,1
-2.04039218722269,-0.713632629919567,"Other",3,2,-0.191575979417777,1,-2.7902037664624e-15,1
-2.04039218722269,0.430711528819616,"ProfExe",1,2,-0.418889949107119,2,-2.7902037664624e-15,1
-2.04039218722269,-0.536701984775643,"Office",0,0,-0.0110693477767895,1,-0.983588182243864,0
-2.04039218722269,-0.0120076183937879,"Other",0,0,-0.972059868476745,0,-2.7902037664624e-15,1
-2.04039218722269,0.39916490673651,"Other",0,0,-0.694394521711121,2,0.464705662346553,0
-2.04039218722269,0.153215045398081,"Mgr",0,0,-0.364078567593107,0,0.354304561990567,0
-2.04039218722269,-0.318126355666626,"missing_value",0,1,-1.30175386416645,1,0.139085568121987,0
-2.04039218722269,-0.465830431882343,"Other",1,2,-0.368551343306996,0,1.63977555311861,1
-2.04039218722269,0.270874213613991,"Other",0,0,0.918912120081106,0,0.914970273442656,0
-2.04039218722269,0.0986319744324867,"Other",0,0,-0.641917237962801,0,1.07609596708253,0
-2.00585426160896,1.69198109562418,"Sales",0,0,-0.61402489661705,0,0.83063048787465,0
-2.00585426160896,0.504110985912849,"ProfExe",0,0,-0.0197173320269662,1,-1.00848806927048,0
-2.00585426160896,0.24711241677741,"Other",1,0,1.11006195371861,0,0.770927403664903,0
-2.00585426160896,-1.13441774973662,"Other",0,0,-1.30301958600371,0,-2.7902037664624e-15,1
-2.00585426160896,0.270874213613991,"Other",0,0,0.932304696201163,0,-0.947703742003187,0
-2.00585426160896,0.535142976360674,"ProfExe",0,0,0.0239173516149038,0,-1.11493366517438,0
-2.00585426160896,0.270874213613991,"Other",0,0,1.15791396646868,1,-1.35055431057808,0
-2.00585426160896,-2.94911899685853,"Other",0,0,-1.86600444357628,0,-2.7902037664624e-15,1
-2.00585426160896,0.637176714261756,"Other",0,0,2.80315797696363,2,-2.7902037664624e-15,0
-2.00585426160896,-2.23142136238213,"Other",1,2,-1.10004666315895,2,-2.7902037664624e-15,1
-2.00585426160896,1.16500813741193,"Sales",1,0,-0.256435422330805,0,-1.0879715542619,1
-2.00585426160896,0.108218727876504,"Other",2,0,1.30030375720611,0,0.628884737034416,0
-2.00585426160896,0.268732690415855,"Other",0,0,-0.634181795986043,1,0.0632979366143058,0
-2.00585426160896,0.272823086984698,"Other",0,0,-0.689672640037943,2,0.31928361398769,0
-2.00585426160896,0.00604399590587805,"Other",0,0,-0.842825507088254,0,1.22094499232131,0
-1.97198688767029,0.270874213613991,"Other",0,0,1.02681273987238,1,-1.33056529992766,0
-1.97198688767029,0.112190354230612,"Other",0,1,-0.705878743348293,0,-2.7902037664624e-15,0
-1.97198688767029,-0.596395508505987,"Office",0,0,0.0549362523341389,1,-1.24975542399236,0
-1.97198688767029,-1.90546968467906,"Other",1,0,-1.91311614713884,10,-2.7902037664624e-15,0
-1.97198688767029,0.270874213613991,"Other",0,1,-1.16050668272698,1,-2.7902037664624e-15,1
-1.97198688767029,0.606762827895032,"Office",0,0,-0.6579818446871,1,-2.7902037664624e-15,0
-1.97198688767029,-2.14849831699749,"Self",0,0,0.488615907002905,0,1.14528142009262,0
-1.97198688767029,-0.691216149899635,"Other",0,0,-0.257480906058246,1,5.06669094816475,1
-1.93876452308427,0.111879678570957,"Sales",1,0,-0.0506879923640009,1,0.848211186616246,0
-1.93876452308427,-1.3483560048706,"Other",0,0,1.44546199995143,0,0.685169812407249,1
-1.93876452308427,0.270874213613991,"missing_value",0,0,-3.01273908620929e-15,0,-2.86907482747342,0
-1.93876452308427,-0.525310424562777,"Office",0,0,0.0601901479843051,1,-0.792752437710654,0
-1.93876452308427,-0.324673957707953,"Mgr",1,0,-0.957533759882216,0,-2.7902037664624e-15,1
-1.93876452308427,0.313099132186211,"Other",0,0,-0.653087973613298,1,0.0833224457108565,0
-1.93876452308427,0.706775543323861,"Office",0,0,-0.820903052461032,1,0.245565033085789,0
-1.93876452308427,-0.0425885275349392,"Mgr",0,1,0.391726735483459,0,0.605913762664371,0
-1.93876452308427,-0.440219182047156,"Office",0,0,0.33602854634632,0,-1.85876594691689,0
-1.93876452308427,-0.326747196994416,"Office",0,0,0.207404682910678,0,-1.91264355923772,0
-1.90616305771222,-0.250181991877769,"missing_value",0,0,-1.29663088440262,1,0.329559788396754,0
-1.90616305771222,0.270874213613991,"Office",0,0,-1.6362188878696,0,0.508694722053584,0
-1.90616305771222,-0.426946383895781,"Office",0,0,0.110735558380647,1,-1.21227049779128,0
-1.90616305771222,-0.50705383489049,"Sales",0,0,-0.989726757312705,0,-2.7902037664624e-15,1
-1.90616305771222,-0.0719677518464035,"ProfExe",0,1,0.238710913080992,1,-2.7902037664624e-15,1
-1.90616305771222,0.528966090668184,"ProfExe",0,0,0.0641190296806972,1,-0.995801794397528,0
-1.90616305771222,0.150557634447548,"Sales",0,0,-0.506443781921477,0,-0.250334792829169,0
-1.90616305771222,0.0835960945065232,"Other",0,0,-0.667714864353209,0,1.32594745086787,0
-1.90616305771222,0.361717453149634,"ProfExe",0,0,-0.908459068667292,3,-2.7902037664624e-15,1
-1.90616305771222,-0.416672774662599,"missing_value",0,0,-1.19169314922276,1,0.235760350274661,0
-1.87415970848873,0.193282888968463,"Other",0,1,-0.742484809322047,0,0.477791842633987,0
-1.87415970848873,0.544418578436188,"ProfExe",0,0,-1.46133788818909,2,-0.338621278561291,0
-1.87415970848873,-0.266203398122756,"Office",0,0,0.113809759926819,0,-1.7420052403204,0
-1.87415970848873,-1.4854326319975,"Other",0,3,-0.302681080397995,3,-2.7902037664624e-15,1
-1.87415970848873,-0.579853327769825,"missing_value",0,0,0.429905909999779,4,-2.7902037664624e-15,0
-1.87415970848873,-1.71810216373946,"Other",3,2,-0.575143765962195,3,-2.7902037664624e-15,1
-1.87415970848873,0.270874213613991,"Mgr",0,1,-0.144464275855219,1,-2.7902037664624e-15,1
-1.87415970848873,0.638054455556959,"ProfExe",0,0,0.0870173378797285,1,-0.826703336178113,0
-1.87415970848873,0.538442245517525,"ProfExe",0,0,0.0799964836314634,1,-0.725811448786782,0
-1.87415970848873,0.230686789074976,"Sales",2,0,-0.248488905081899,0,1.23590508549544,0
-1.87415970848873,-0.690426972750501,"Other",0,1,-0.510122107089227,0,0.069663347412365,1
-1.87415970848873,0.270874213613991,"Other",0,1,-1.14644070211588,0,0.395859341053046,1
-1.87415970848873,-0.822604379160229,"Mgr",0,2,-1.53862704107502,0,-0.109431042957823,1
-1.87415970848873,0.270874213613991,"Office",0,0,-1.60073802814228,0,0.980346601043649,0
-1.87415970848873,0.219485576657063,"Sales",2,0,-0.338809729088006,0,0.848210845764564,0
-1.87415970848873,0.509004804044165,"ProfExe",0,0,-0.0873812626899453,1,-0.168313444932458,1
-1.84273292378054,-0.23931162833264,"Office",0,0,0.311723855332486,0,-2.04104740209274,0
-1.84273292378054,0.169344263614324,"ProfExe",0,0,0.244816990547738,1,-1.45574166794192,0
-1.84273292378054,-1.19310670523768,"ProfExe",0,0,0.0109619744594927,0,-1.62409192556527,0
-1.84273292378054,0.32253517065573,"Other",0,0,-1.0358518165562,0,0.498822581500654,0
-1.84273292378054,-4.04262802953216,"Other",1,1,0.287785604331249,0,-2.7902037664624e-15,1
-1.84273292378054,-0.199134660214722,"Other",1,1,-0.370993050563704,1,-2.7902037664624e-15,1
-1.84273292378054,-0.657048333575254,"Office",0,0,0.0199122652068688,1,-1.21878130395323,0
-1.84273292378054,-2.25483112404611,"Self",0,0,0.290948900468938,0,1.10413782007475,0
-1.81186229620914,0.768248509174612,"Office",0,0,-0.731794975336889,0,0.62673511964108,0
-1.81186229620914,-0.372016140249466,"Office",0,0,0.387573473934275,0,-1.66295775829794,0
-1.81186229620914,0.33383126949713,"Other",0,0,-0.602510347880723,0,0.510123681865839,0
-1.81186229620914,-1.27742224084727,"ProfExe",0,0,0.019440757850779,0,-1.25960263538102,0
-1.81186229620914,0.270874213613991,"Office",0,0,-1.29541504480221,0,0.945397002827093,0
-1.81186229620914,-1.34722593371761,"Other",1,0,-1.85894531832407,10,-0.592018871727822,0
-1.81186229620914,-0.362602195006425,"missing_value",0,0,0.361760541422496,3,-0.355916977126852,0
-1.81186229620914,0.182319217282587,"Sales",0,0,-0.986193379545513,1,-2.7902037664624e-15,1
-1.81186229620914,-0.10775219304821,"ProfExe",0,0,-0.0251146268693322,2,-2.7902037664624e-15,1
-1.81186229620914,0.404827663498198,"ProfExe",0,0,-0.886081009475077,0,-2.7902037664624e-15,1
-1.81186229620914,0.339335532410322,"Sales",0,0,-0.971669183462367,1,1.02299823322828,1
-1.81186229620914,-0.00376542202416536,"Other",0,0,-0.72974123107455,0,1.11292046409011,0
-1.81186229620914,0.217517841411507,"Other",0,0,-1.02455308827702,0,0.948665842715961,0
-1.81186229620914,0.270874213613991,"Other",0,0,1.09049791309176,0,0.776681318167359,0
-1.81186229620914,0.275004683382788,"ProfExe",0,0,-0.26644698169968,0,1.76090024283922,1
-1.81186229620914,-1.27804848227042,"Other",1,0,-1.93435660718611,9,-0.516446522875785,0
-1.81186229620914,0.270874213613991,"Office",0,0,-1.54030160237452,0,0.629761853129671,0
-1.78152848305392,0.270874213613991,"Other",0,0,1.0237496524482,1,1.22351377900859,0
-1.78152848305392,0.270874213613991,"Other",0,0,0.963114820110489,0,1.07719586614119,0
-1.78152848305392,0.29277825395721,"Mgr",0,0,1.42341956853989,1,0.651606910881339,0
-1.78152848305392,0.381954514119579,"Mgr",0,1,1.51160885920543,1,0.784928272662601,0
-1.78152848305392,-1.29666247541866,"Mgr",0,0,-1.13472406393463,1,-0.494090619555355,1
-1.78152848305392,1.62717108591528,"Sales",0,0,-0.62695505558422,0,1.21016182394132,0
-1.78152848305392,0.270874213613991,"Office",0,0,-1.27043528078924,0,0.958798577600554,0
-1.78152848305392,-0.46929704603717,"Other",0,0,-1.17191070170623,0,-1.28570055206355,0
-1.75171313345823,0.270874213613991,"Self",2,1,-1.68266139720807,1,-2.7902037664624e-15,1
-1.75171313345823,0.204420152654545,"Other",0,0,-0.697876652191632,0,0.979097456855808,0
-1.75171313345823,0.270874213613991,"Other",0,0,0.694516645048739,1,-2.7902037664624e-15,1
-1.75171313345823,0.270874213613991,"missing_value",0,0,-3.01273908620929e-15,0,-2.77672678830422,0
-1.75171313345823,-1.40503816030561,"Other",0,2,-0.255255164621851,3,0.872519485886676,1
-1.75171313345823,0.275328429471249,"Other",0,1,-0.720689590803768,0,0.804732574817681,0
-1.75171313345823,0.856442090555108,"Mgr",0,6,0.835459158245984,4,-2.7902037664624e-15,1
-1.72239882175264,0.675147492284749,"Office",0,0,-0.360515704848462,1,0.522512812347168,0
-1.72239882175264,-0.434291631266034,"Office",2,1,-0.300325495219868,4,-2.7902037664624e-15,1
-1.72239882175264,-1.49192748131189,"Other",0,1,-0.748279276554596,8,-2.7902037664624e-15,1
-1.72239882175264,0.0636709185141923,"Other",1,3,-1.29948620823652,1,-2.7902037664624e-15,1
-1.72239882175264,-0.992772295112806,"Other",0,0,-0.455794116976308,1,-2.7902037664624e-15,1
