"LOAN","MORTDUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","BAD"
-2.9903909146247,-0.0129633648147058,"DebtCon","Mgr",-0.946407732815619,0,0,1.21512051182076,3,1.54024893926767,1.99535582276684,1
-2.93127127382185,0.824908658264407,"HomeImp","Office",-0.946407732815619,0,0,-1.10415670511441,0,-0.72677099672684,-0.249057282686818,0
-2.93127127382185,-3.50401294625457,"HomeImp","Other",-0.810569848245006,0,0,-1.51737783721335,5,-1.21960141759521,-2.7902037664624e-15,1
-2.93127127382185,0.270874213613991,"HomeImp","Other",-0.946407732815619,0,1,-1.19976643569185,0,-1.81099792263726,-2.7902037664624e-15,1
-2.93127127382185,0.270874213613991,"HomeImp","Other",-1.08224561738623,0,1,-1.84127079920594,1,-1.90956400681093,-2.7902037664624e-15,1
-2.93127127382185,1.04294314272492,"HomeImp","Other",-0.131380425391941,0,0,-0.584173213205001,0,0.554588097530928,-2.7902037664624e-15,1
-2.93127127382185,-1.82335112222289,"DebtCon","Other",-0.946407732815619,0,0,0.0875608641903783,0,-0.923903165074188,-2.7902037664624e-15,1
-2.93127127382185,0.270874213613991,"HomeImp","Other",-0.810569848245006,0,0,-2.00616176167489,14,-1.90956400681093,-2.7902037664624e-15,1
-2.93127127382185,0.270874213613991,"HomeImp","Other",-1.08224561738623,0,0,-0.888436594653205,0,-0.233940575858468,-2.7902037664624e-15,1
-2.93127127382185,-0.455441334720577,"HomeImp","ProfExe",0.140295343749285,0,1,0.972083098577402,5,0.456022013357253,-2.7902037664624e-15,1
-2.93127127382185,-0.948504899958566,"HomeImp","Mgr",-0.0634614831066346,0,2,-1.3811464944077,0,-1.12103533342154,-2.7902037664624e-15,1
-2.93127127382185,-0.118755780003538,"HomeImp","Mgr",0.140295343749285,0,2,0.380438621259094,0,0.357455929183579,-2.7902037664624e-15,0
-2.93127127382185,-0.455441334720577,"HomeImp","Office",1.63451207402603,0,0,0.261874167371843,0,-0.135374491684793,-2.7902037664624e-15,0
-2.8740896994837,-0.730168031329657,"HomeImp","Other",-1.01432667510093,0,0,-0.311710823502299,1,-0.72677099672684,-2.7902037664624e-15,1
-2.81872314680273,0.132326838520314,"HomeImp","Mgr",0.140295343749285,0,1,0.315580748461367,0,0.357455929183579,0.805422374457181,0
-2.81872314680273,-0.401747225678795,"HomeImp","ProfExe",2.58537726602032,0,4,-0.678396916309394,1,0.357455929183579,-2.7902037664624e-15,1
-2.81872314680273,-1.33107605196035,"HomeImp","Other",2.4129655530667e-16,0,0,1.39567499434794,0,-1.41673358594256,0.208259325495096,1
-2.81872314680273,-0.233162617137005,"HomeImp","Other",-1.08224561738623,0,0,-0.680359903879315,3,-0.0368084075111188,-2.7902037664624e-15,1
-2.81872314680273,0.289872432455601,"HomeImp","ProfExe",-0.267218309962554,0,0,0.836220042292231,0,-0.923903165074188,1.17118608342657,0
-2.81872314680273,-1.58856714752521,"HomeImp","Mgr",1.49867418945541,0,2,-0.728189104906957,0,-1.21960141759521,-4.37688163951968,1
-2.76505992922001,1.13024039121388,"HomeImp","Sales",0.00445745917867192,1,0,-0.478564773658952,0,1.441682855094,-2.7902037664624e-15,1
-2.76505992922001,1.17978393559885,"DebtCon","Other",0.00445745917867192,0,6,0.149070873684955,0,1.14598460257297,0.231430485828026,1
-2.71299836208503,-0.838449173374644,"HomeImp","Office",-0.946407732815619,0,1,0.0431963493572108,0,-1.51529967011623,-2.7902037664624e-15,1
-2.66244560291864,-1.5857353369699,"HomeImp","Other",0.276133228319898,0,0,-0.203353905308416,0,-0.72677099672684,-2.7902037664624e-15,1
-2.66244560291864,-1.87211515075429,"HomeImp","Other",-0.53889407910378,0,0,-0.985800782019751,0,-1.21960141759521,-2.7902037664624e-15,1
-2.61331665504325,-0.639335841497668,"HomeImp","Mgr",-0.810569848245006,0,0,-1.26729321080603,2,-1.71243183846358,-2.7902037664624e-15,1
-2.61331665504325,0.468491899532531,"HomeImp","ProfExe",-0.403056194533167,0,0,0.154302444158816,1,0.653154181704602,-2.7902037664624e-15,0
-2.61331665504325,-0.0294555883165499,"HomeImp","Mgr",0.00445745917867192,0,2,0.269460429314815,0,0.357455929183579,0.988769219814954,0
-2.61331665504325,0.764421167145522,"HomeImp","Office",-0.403056194533167,0,0,-1.07369804370044,0,-0.72677099672684,-0.598055881223426,0
-2.61331665504325,-0.404912646811506,"DebtCon","Office",0.547808997461124,1,4,-0.968526490709553,0,-0.431072744205816,-2.7902037664624e-15,1
-2.61331665504325,-0.283243053829572,"HomeImp","Office",1.49867418945541,0,0,0.290209880375419,0,-0.135374491684793,-1.76598703430858,0
-2.56553350771962,-2.00479843480224,"HomeImp","Other",-0.53889407910378,0,0,-0.587895453900565,1,-1.21960141759521,-0.959221991985439,1
-2.51902439094535,-1.89413467025719,"HomeImp","Mgr",-1.00074288664386,1,6,0.85980020500812,1,0.357455929183579,-2.7902037664624e-15,1
-2.51902439094535,-0.319033276224083,"HomeImp","Office",1.49867418945541,0,0,0.284073990151541,0,-0.135374491684793,-1.81885222144801,0
-2.51902439094535,-2.70331075335927,"HomeImp","Self",2.4129655530667e-16,0,0,0.294632407099626,0,-1.02246924924786,1.07473821634402,0
-2.47372312704257,-1.17977042784491,"HomeImp","Other",0.276133228319898,0,0,-0.394667755044055,0,-0.72677099672684,-1.24136266940459,1
-2.47372312704257,-2.33819000475853,"HomeImp","Other",-0.7426509059597,0,1,-0.345474211094726,5,-1.31816750176889,-2.7902037664624e-15,1
-2.47372312704257,-0.268384078415991,"DebtCon","ProfExe",-0.131380425391941,0,4,-0.0938191945254692,1,0.948852434225625,-2.7902037664624e-15,0
-2.47372312704257,0.787311868628426,"HomeImp","Office",-0.946407732815619,0,0,-1.11130598051941,0,-0.825337080900514,-0.604551212273945,0
-2.47372312704257,-1.73006461944255,"DebtCon","Mgr",-0.674731963674393,0,1,-1.09612068785422,2,-0.72677099672684,-2.7902037664624e-15,1
-2.4295685643305,0.833977412788107,"HomeImp","Office",-1.08224561738623,0,0,-1.00003392451876,0,-0.825337080900514,-0.598398215558326,0
-2.4295685643305,-0.217143939900864,"HomeImp","Office",1.63451207402603,0,0,0.305688209038111,0,-0.233940575858468,-1.59115682964292,0
-2.4295685643305,0.270874213613991,"HomeImp","Other",-1.01432667510093,0,2,-0.625396249801517,3,-0.923903165074188,-2.7902037664624e-15,1
-2.4295685643305,-1.36847333639621,"HomeImp","Office",0.276133228319898,0,0,-0.728314468796799,0,-1.31816750176889,0.958676656367416,1
-2.4295685643305,-2.0835368082767,"HomeImp","ProfExe",1.77034995859664,3,1,-1.11064679646053,1,-1.21960141759521,-2.7902037664624e-15,1
-2.4295685643305,-1.19775744509389,"DebtCon","Other",-0.403056194533167,0,0,-1.03055690040418,1,0.456022013357253,-2.7902037664624e-15,1
-2.4295685643305,-0.646996166194088,"HomeImp","Other",-1.15016455967154,0,3,-0.512328161251378,0,-0.628204912553165,-2.7902037664624e-15,1
-2.4295685643305,-0.118755780003538,"HomeImp","Other",-0.7426509059597,0,1,-0.129152972197388,0,-0.332506660032142,-2.7902037664624e-15,1
-2.4295685643305,-3.83288544942229,"DebtCon","Other",2.4129655530667e-16,0,0,-1.97200577659204,0,-0.431072744205816,-2.7902037664624e-15,1
-2.4295685643305,-0.525061359575059,"HomeImp","Mgr",-0.7426509059597,0,0,-0.207672478174244,3,-0.529638828379491,-2.7902037664624e-15,1
-2.4295685643305,-3.50401294625457,"HomeImp","Other",1.22699842031419,0,1,-1.10515043104097,2,0.16032376083623,-2.7902037664624e-15,1
-2.4295685643305,0.0881144263614962,"HomeImp","Other",-0.973575309729742,2,0,1.17034485103057,1,-1.51529967011623,-2.7902037664624e-15,0
-2.4295685643305,0.270874213613991,"HomeImp","missing_value",-1.21808350195685,0,0,-3.01273908620929e-15,0,-2.10669617515828,-2.7902037664624e-15,0
-2.4295685643305,-0.01198179532609,"HomeImp","Other",-0.674731963674393,0,0,-0.82522839233418,0,-0.628204912553165,-2.7902037664624e-15,0
-2.4295685643305,0.0448410212912502,"HomeImp","Sales",-0.53889407910378,2,0,-0.227694952188331,1,0.16032376083623,-2.7902037664624e-15,0
-2.4295685643305,0.271287708226345,"HomeImp","ProfExe",-0.864905002073251,1,3,0.0824570962259152,1,-1.21960141759521,-2.7902037664624e-15,1
-2.4295685643305,-0.203785394180133,"DebtCon","Other",0.411971112890511,2,0,-0.394941499835412,0,0.0617576766625556,-2.7902037664624e-15,1
-2.4295685643305,0.127056007212042,"HomeImp","Mgr",0.276133228319898,0,1,0.385337891569682,0,0.357455929183579,0.676233873227412,0
-2.4295685643305,0.124876427620951,"HomeImp","Mgr",0.140295343749285,0,2,0.567232463442437,0,0.357455929183579,0.681156990812706,0
-2.3865040807205,0.270874213613991,"HomeImp","Other",-1.21808350195685,0,0,-0.928780087073491,0,-0.233940575858468,-0.0159146485178715,1
-2.3865040807205,-0.105013072247194,"HomeImp","Other",-0.131380425391941,1,2,-1.36269441052021,2,-0.628204912553165,-2.7902037664624e-15,1
-2.3865040807205,-0.118976624959163,"DebtCon","ProfExe",-0.267218309962554,0,4,-0.166390412733191,1,0.948852434225625,-1.52942512043905,0
-2.34447714712294,-0.159459852177608,"HomeImp","Office",1.3628363048848,0,0,0.369476502709831,1,-0.135374491684793,-1.95489676002124,0
-2.34447714712294,-0.936591222405797,"HomeImp","Other",-0.946407732815619,1,0,-1.01446040168305,1,-1.61386575428991,-2.7902037664624e-15,1
-2.34447714712294,0.128830645613256,"DebtCon","Sales",-0.674731963674393,0,0,-0.598307020253046,0,0.948852434225625,-2.7902037664624e-15,0
-2.34447714712294,-0.561040561984557,"DebtCon","missing_value",-0.403056194533167,0,1,-1.22724826277786,1,-0.529638828379491,-2.7902037664624e-15,0
-2.34447714712294,0.0946990059377799,"HomeImp","Other",-0.810569848245006,0,0,-0.816842557153983,0,-0.628204912553165,1.24194691364426,0
-2.34447714712294,-0.349476718098903,"HomeImp","Office",1.3628363048848,0,0,0.356152171896879,0,-0.233940575858468,-1.80039719468367,0
-2.30343894222116,0.209667596100713,"DebtCon","Sales",-0.810569848245006,0,0,-0.585356770382113,0,0.948852434225625,0.0286495638468838,0
-2.30343894222116,0.154984205429728,"HomeImp","Other",-0.403056194533167,0,0,-0.877592554522166,0,-0.72677099672684,1.02672711935016,0
-2.30343894222116,0.227888266732157,"HomeImp","Other",-0.946407732815619,2,0,0.993326161687628,0,-1.61386575428991,0.323258173541029,0
-2.26334401152637,-0.234081981368869,"DebtCon","ProfExe",-0.267218309962554,0,3,-0.203078961406425,0,0.850286350051951,-1.3588808360085,0
-2.26334401152637,-0.260342416709658,"DebtCon","Office",0.683646882031737,1,3,-1.0573195879349,0,-0.431072744205816,0.680077906089795,1
-2.22414996474276,0.0911922145449596,"HomeImp","Other",-0.674731963674393,1,0,-1.15757321246079,0,-0.628204912553165,0.882602436922215,0
-2.22414996474276,-0.754166505641246,"HomeImp","Other",-1.08224561738623,0,0,-0.109130498183301,1,-0.233940575858468,-2.7902037664624e-15,1
-2.22414996474276,0.206877106315636,"HomeImp","Other",-0.674731963674393,0,0,-0.716945163911424,0,-0.72677099672684,0.976297611472886,0
-2.22414996474276,0.270874213613991,"HomeImp","missing_value",-1.21808350195685,0,0,-3.01273908620929e-15,0,-2.10669617515828,-2.9202460083229,0
-2.22414996474276,-0.146600225548277,"HomeImp","Other",-0.53889407910378,0,0,0.506069830798508,1,-0.825337080900514,-2.7902037664624e-15,1
-2.22414996474276,-0.965184524479794,"HomeImp","Mgr",-0.7426509059597,0,1,-0.671722758265439,2,0.0617576766625556,-2.7902037664624e-15,1
-2.22414996474276,0.100606876301934,"DebtCon","ProfExe",0.140295343749285,0,4,-0.634033395415393,0,1.24455068674665,-2.7902037664624e-15,1
-2.22414996474276,-0.507370486460672,"HomeImp","Other",-0.403056194533167,0,0,-1.10083185821048,0,-0.332506660032142,-2.7902037664624e-15,0
-2.22414996474276,1.01835762575771,"HomeImp","ProfExe",-0.606813021389086,2,0,0.285430019153121,1,-0.135374491684793,-2.7902037664624e-15,1
-2.22414996474276,0.584679368233675,"HomeImp","Other",-0.403056194533167,2,3,-1.17228460861762,3,-1.12103533342154,-2.7902037664624e-15,1
-2.14830869539403,0.133859919109712,"missing_value","Mgr",-0.946407732815619,0,0,-0.433521373877381,0,0.258889845009904,0.165516524909879,0
-2.14830869539403,0.224193841260529,"HomeImp","Other",-0.946407732815619,2,0,1.2287579231064,0,-1.61386575428991,0.328936331400946,0
-2.14830869539403,-0.235595633448974,"DebtCon","missing_value",-0.403056194533167,0,0,-1.47808105330702,1,-0.628204912553165,0.059427174251995,0
-2.14830869539403,-0.385458902905617,"HomeImp","ProfExe",-1.20449971349978,0,0,-1.38782065241632,2,-0.431072744205816,-2.7902037664624e-15,1
-2.14830869539403,0.549172721757748,"HomeImp","ProfExe",-0.403056194533167,0,0,0.0308108703485322,0,0.554588097530928,-0.62220880972065,0
-2.14830869539403,-1.34883206303695,"HomeImp","ProfExe",0.00445745917867192,1,2,-1.05018677688073,1,-0.529638828379491,-2.7902037664624e-15,1
-2.11158972997942,0.119747462425439,"missing_value","Mgr",-0.810569848245006,0,0,-0.498354930322652,0,0.16032376083623,0.0409429034866505,0
-2.11158972997942,-0.173023155353824,"DebtCon","ProfExe",0.00445745917867192,0,3,-0.229505086542718,1,0.850286350051951,-1.62032076755179,0
-2.11158972997942,0.405723095937443,"HomeImp","ProfExe",-0.267218309962554,0,0,1.123614691375,0,-1.02246924924786,1.27690217007728,0
-2.07562775474514,-0.0998761772445151,"DebtCon","ProfExe",0.00445745917867192,0,3,-0.00553294514730079,2,0.948852434225625,-1.49457834149382,0
-2.07562775474514,0.0850307101501172,"missing_value","Mgr",-0.946407732815619,0,0,-0.444891695904436,0,0.16032376083623,0.498334031872935,0
-2.07562775474514,-1.42832263212459,"HomeImp","Other",-0.53889407910378,0,0,-0.917330597715315,0,-1.31816750176889,-0.0941590797878443,1
-2.07562775474514,0.131052085011905,"HomeImp","Other",-0.674731963674393,0,0,-0.789815087633284,0,-0.628204912553165,1.0093992106933,0
-2.07562775474514,-0.561040561984557,"HomeImp","Other",0.140295343749285,0,0,-1.15579551237072,3,-0.825337080900514,-2.7902037664624e-15,1
-2.07562775474514,1.61217559897897,"DebtCon","Sales",2.4129655530667e-16,0,0,-0.561795449992064,0,0.0617576766625556,-2.7902037664624e-15,0
-2.07562775474514,0.0777959137243565,"HomeImp","Other",-0.403056194533167,1,2,-1.3896756041343,1,-0.72677099672684,0.867628165155835,1
-2.07562775474514,-0.133703746092317,"DebtCon","ProfExe",-0.131380425391941,0,4,0.0471501710472347,0,0.850286350051951,-1.46171956977657,0
-2.04039218722269,-0.439207251258877,"DebtCon","missing_value",-0.53889407910378,0,0,-1.34974298304514,1,-0.529638828379491,0.358249267046641,0
-2.04039218722269,0.10833849919572,"HomeImp","Other",-0.674731963674393,0,0,-0.671755470512366,0,-0.628204912553165,0.871014341796533,0
-2.04039218722269,-2.58131580684229,"HomeImp","Self",2.4129655530667e-16,0,0,0.324024099375962,0,-0.923903165074188,1.32799282393141,0
-2.04039218722269,0.585728585407909,"HomeImp","ProfExe",-0.267218309962554,0,0,0.16493924838599,0,0.653154181704602,-1.05569598147494,0
-2.04039218722269,-1.64764357822568,"HomeImp","Other",0.140295343749285,0,0,-1.34188674144282,1,-1.61386575428991,-2.7902037664624e-15,1
-2.04039218722269,-0.713632629919567,"HomeImp","Mgr",-1.1637483481286,0,0,-1.38821324994208,2,-1.31816750176889,-2.7902037664624e-15,1
-2.04039218722269,0.767423466378584,"HomeImp","Mgr",-0.53889407910378,0,1,-1.42236923502494,0,-0.529638828379491,-2.7902037664624e-15,1
-2.04039218722269,0.0168085062533848,"HomeImp","Office",-0.810569848245006,0,0,-0.934370505626699,0,-0.72677099672684,-2.7902037664624e-15,1
-2.04039218722269,0.270874213613991,"HomeImp","Other",1.15907947802888,0,2,-0.679967306388886,0,-0.72677099672684,-2.7902037664624e-15,1
-2.04039218722269,0.270874213613991,"HomeImp","Other",-1.08224561738623,0,0,-1.4710513287141,2,-1.31816750176889,-2.7902037664624e-15,1
-2.04039218722269,-0.964435345109467,"HomeImp","Other",-0.403056194533167,0,0,-1.44435469669139,1,-1.21960141759521,-2.7902037664624e-15,1
-2.04039218722269,0.270874213613991,"HomeImp","Other",0.140295343749285,0,0,-1.26258204044978,1,-0.923903165074188,-2.7902037664624e-15,1
-2.04039218722269,-2.12165641404736,"HomeImp","Other",-0.403056194533167,0,0,-1.07099444595812,1,-1.81099792263726,-2.7902037664624e-15,1
-2.04039218722269,0.270874213613991,"HomeImp","Other",2.4129655530667e-16,0,1,1.24493838163203,0,-1.51529967011623,-2.7902037664624e-15,1
-2.04039218722269,-1.62061631026017,"HomeImp","Other",-0.674731963674393,0,0,-1.23667060349037,3,-1.21960141759521,-2.7902037664624e-15,1
-2.04039218722269,-3.75077671574688,"HomeImp","Self",-0.267218309962554,0,1,1.83030129839681,3,2.03307936013604,-2.7902037664624e-15,1
-2.04039218722269,0.252265793467111,"DebtCon","Other",-1.08224561738623,0,0,-0.632070407727693,2,-1.12103533342154,-2.7902037664624e-15,0
-2.04039218722269,0.238876512188499,"DebtCon","Mgr",1.3628363048848,0,1,1.42199986759983,1,0.258889845009904,-2.7902037664624e-15,0
-2.04039218722269,-1.40103639697644,"HomeImp","ProfExe",0.411971112890511,0,0,0.0353453926633573,0,-0.825337080900514,-2.7902037664624e-15,0
-2.04039218722269,-0.754166505641246,"HomeImp","Office",0.140295343749285,0,0,0.00236720016956666,1,-0.233940575858468,-2.7902037664624e-15,0
-2.04039218722269,0.270874213613991,"DebtCon","Other",-0.987159098186803,0,0,1.14639640175887,1,-0.72677099672684,-2.7902037664624e-15,0
-2.04039218722269,0.270874213613991,"HomeImp","Other",-0.810569848245006,0,0,1.02665415516477,1,0.456022013357253,-2.7902037664624e-15,0
-2.04039218722269,0.270874213613991,"HomeImp","Office",-1.01432667510093,0,0,-1.50599250884848,0,-1.71243183846358,-2.7902037664624e-15,0
-2.04039218722269,0.270874213613991,"HomeImp","Other",2.4129655530667e-16,0,3,-0.853888012079922,10,-1.61386575428991,-2.7902037664624e-15,1
-2.04039218722269,0.367126835970249,"DebtCon","ProfExe",2.04202572773787,0,0,-1.50599250884848,3,-0.72677099672684,-2.7902037664624e-15,0
-2.04039218722269,-0.0671494412161004,"DebtCon","ProfExe",0.81948476660235,0,0,0.465239687671698,1,-0.332506660032142,-2.7902037664624e-15,0
-2.04039218722269,-2.90588589302895,"HomeImp","Office",0.547808997461124,3,6,0.573204008375153,0,0.258889845009904,-2.7902037664624e-15,1
-2.04039218722269,0.373797011243691,"HomeImp","Mgr",0.955322651172963,0,0,-0.538632195701213,1,1.24455068674665,-2.7902037664624e-15,1
-2.04039218722269,0.496272188180611,"HomeImp","Mgr",-0.403056194533167,5,3,-0.669759770577739,5,0.653154181704602,-2.7902037664624e-15,1
-2.04039218722269,0.135909593825488,"DebtCon","ProfExe",-1.20449971349978,0,0,-0.56258064497292,0,0.850286350051951,-2.7902037664624e-15,1
-2.04039218722269,0.217853421856019,"DebtCon","ProfExe",-1.02791046355799,0,1,-1.14833615931058,0,-0.825337080900514,-2.7902037664624e-15,1
-2.04039218722269,-1.28466743751284,"DebtCon","Other",-0.946407732815619,1,0,0.501358660442252,1,-1.51529967011623,-2.7902037664624e-15,1
-2.04039218722269,-0.713632629919567,"HomeImp","Other",-0.131380425391941,3,2,-0.191575979417777,1,-0.529638828379491,-2.7902037664624e-15,1
-2.04039218722269,0.430711528819616,"DebtCon","ProfExe",0.683646882031737,1,2,-0.418889949107119,2,-0.431072744205816,-2.7902037664624e-15,1
-2.04039218722269,-0.536701984775643,"HomeImp","Office",0.140295343749285,0,0,-0.0110693477767895,1,-0.233940575858468,-0.983588182243864,0
-2.04039218722269,-0.0120076183937879,"HomeImp","Other",-0.53889407910378,0,0,-0.972059868476745,0,0.16032376083623,-2.7902037664624e-15,1
-2.04039218722269,0.39916490673651,"DebtCon","Other",-1.08224561738623,0,0,-0.694394521711121,2,-1.12103533342154,0.464705662346553,0
-2.04039218722269,0.153215045398081,"missing_value","Mgr",-0.810569848245006,0,0,-0.364078567593107,0,0.16032376083623,0.354304561990567,0
-2.04039218722269,-0.318126355666626,"DebtCon","missing_value",-0.53889407910378,0,1,-1.30175386416645,1,-0.628204912553165,0.139085568121987,0
-2.04039218722269,-0.465830431882343,"HomeImp","Other",-0.946407732815619,1,2,-0.368551343306996,0,-0.72677099672684,1.63977555311861,1
-2.04039218722269,0.270874213613991,"HomeImp","Other",-0.946407732815619,0,0,0.918912120081106,0,0.456022013357253,0.914970273442656,0
-2.04039218722269,0.0986319744324867,"HomeImp","Other",-0.946407732815619,0,0,-0.641917237962801,0,-0.72677099672684,1.07609596708253,0
-2.00585426160896,1.69198109562418,"DebtCon","Sales",2.4129655530667e-16,0,0,-0.61402489661705,0,0.0617576766625556,0.83063048787465,0
-2.00585426160896,0.504110985912849,"HomeImp","ProfExe",-0.267218309962554,0,0,-0.0197173320269662,1,0.653154181704602,-1.00848806927048,0
-2.00585426160896,0.24711241677741,"HomeImp","Other",-1.08224561738623,1,0,1.11006195371861,0,-1.51529967011623,0.770927403664903,0
-2.00585426160896,-1.13441774973662,"HomeImp","Other",0.140295343749285,0,0,-1.30301958600371,0,-0.431072744205816,-2.7902037664624e-15,1
-2.00585426160896,0.270874213613991,"DebtCon","Other",-1.08224561738623,0,0,0.932304696201163,0,-0.72677099672684,-0.947703742003187,0
-2.00585426160896,0.535142976360674,"HomeImp","ProfExe",-0.403056194533167,0,0,0.0239173516149038,0,0.653154181704602,-1.11493366517438,0
-2.00585426160896,0.270874213613991,"DebtCon","Other",-0.946407732815619,0,0,1.15791396646868,1,-0.72677099672684,-1.35055431057808,0
-2.00585426160896,-2.94911899685853,"HomeImp","Other",0.276133228319898,0,0,-1.86600444357628,0,-1.90956400681093,-2.7902037664624e-15,1
-2.00585426160896,0.637176714261756,"HomeImp","Other",0.140295343749285,0,0,2.80315797696363,2,2.82160803352544,-2.7902037664624e-15,0
-2.00585426160896,-2.23142136238213,"DebtCon","Other",-1.21808350195685,1,2,-1.10004666315895,2,-0.825337080900514,-2.7902037664624e-15,1
-2.00585426160896,1.16500813741193,"HomeImp","Sales",-0.267218309962554,1,0,-0.256435422330805,0,1.441682855094,-1.0879715542619,1
-2.00585426160896,0.108218727876504,"HomeImp","Other",-1.21808350195685,2,0,1.30030375720611,0,-1.51529967011623,0.628884737034416,0
